state,district,year_x,crop,season,area,production,yield,year_y,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual,year_num,season_temp_avg,season_humidity_avg,season_rainfall_mm,season_wind_speed,season_soil_temp,season_soil_moist,annual_temp_avg,annual_humidity,annual_rainfall_mm,annual_wind_speed,annual_soil_temp,annual_soil_moist
Tamil Nadu,Vellore,2003 - 2004,Bhindi,Whole Year,568,3016.0,5.31,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Bitter Gourd,Whole Year,30,0.0,0.0,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Brinjal,Whole Year,1465,17679.0,12.07,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Cabbage,Whole Year,1,64.0,64.0,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Cashewnut,Whole Year,37,13.0,0.35,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Castor seed,Kharif,1221,459.0,0.38,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,29.40583445340502,60.619220430107525,398.4,10.451972446236558,30.970426747311826,0.22810711245519713,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Citrus Fruit,Whole Year,72,75.0,1.04,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Coconut,Whole Year,21805,106800000.0,4897.96,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Coriander,Whole Year,68,20.0,0.29,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Cotton(lint),Kharif,1124,3174.0,2.82,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,29.40583445340502,60.619220430107525,398.4,10.451972446236558,30.970426747311826,0.22810711245519713,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Cucumber,Whole Year,2,0.0,0.0,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Drum Stick,Whole Year,96,0.0,0.0,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Dry chillies,Whole Year,495,264.0,0.53,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Garlic,Whole Year,34,169.0,4.97,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Gram,Rabi,6,2.0,0.33,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,25.20140291645332,70.86662293053422,232.4,8.1558167989418,27.32632088453661,0.19197117415514595,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Grapes,Whole Year,33,796.0,24.12,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Groundnut,Kharif,56036,70859.0,1.26,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,29.40583445340502,60.619220430107525,398.4,10.451972446236558,30.970426747311826,0.22810711245519713,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Horse-gram,Kharif,5607,1331.0,0.24,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,29.40583445340502,60.619220430107525,398.4,10.451972446236558,30.970426747311826,0.22810711245519713,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Jack Fruit,Whole Year,19,184.0,9.68,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Jowar,Kharif,12492,13434.0,1.08,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,29.40583445340502,60.619220430107525,398.4,10.451972446236558,30.970426747311826,0.22810711245519713,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Korra,Kharif,505,365.0,0.72,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,29.40583445340502,60.619220430107525,398.4,10.451972446236558,30.970426747311826,0.22810711245519713,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Lab-Lab,Whole Year,18,0.0,0.0,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Litchi,Whole Year,1,0.0,0.0,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Maize,Kharif,670,1112.0,1.66,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,29.40583445340502,60.619220430107525,398.4,10.451972446236558,30.970426747311826,0.22810711245519713,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Mango,Whole Year,12553,96174.0,7.66,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Moong(Green Gram),Kharif,4271,703.0,0.16,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,29.40583445340502,60.619220430107525,398.4,10.451972446236558,30.970426747311826,0.22810711245519713,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Onion,Whole Year,69,621.0,9.0,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Orange,Whole Year,18,35.0,1.94,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Other Citrus Fruit,Whole Year,20,0.0,0.0,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Other Fresh Fruits,Whole Year,467,0.0,0.0,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Other Kharif pulses,Kharif,7386,1430.0,0.19,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,29.40583445340502,60.619220430107525,398.4,10.451972446236558,30.970426747311826,0.22810711245519713,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Other Vegetables,Whole Year,439,0.0,0.0,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Papaya,Whole Year,7,0.0,0.0,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Pineapple,Whole Year,1,31.0,31.0,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Pome Fruit,Whole Year,771,5413.0,7.02,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Pome Granet,Whole Year,19,0.0,0.0,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Ragi,Kharif,9676,25343.0,2.62,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,29.40583445340502,60.619220430107525,398.4,10.451972446236558,30.970426747311826,0.22810711245519713,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Rapeseed &Mustard,Rabi,1,1.0,1.0,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,25.20140291645332,70.86662293053422,232.4,8.1558167989418,27.32632088453661,0.19197117415514595,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Redish,Whole Year,21,0.0,0.0,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Ribed Guard,Whole Year,27,0.0,0.0,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Rice,Kharif,30909,108171.0,3.5,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,29.40583445340502,60.619220430107525,398.4,10.451972446236558,30.970426747311826,0.22810711245519713,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Sesamum,Kharif,1164,486.0,0.42,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,29.40583445340502,60.619220430107525,398.4,10.451972446236558,30.970426747311826,0.22810711245519713,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Small millets,Kharif,6020,3490.0,0.58,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,29.40583445340502,60.619220430107525,398.4,10.451972446236558,30.970426747311826,0.22810711245519713,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Snak Guard,Whole Year,13,0.0,0.0,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Sugarcane,Whole Year,12772,1051915.0,82.36,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Sunflower,Kharif,28,36.0,1.29,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,29.40583445340502,60.619220430107525,398.4,10.451972446236558,30.970426747311826,0.22810711245519713,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Sweet potato,Whole Year,9,130.0,14.44,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Tapioca,Whole Year,121,4077.0,33.69,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Tomato,Whole Year,1254,8372.0,6.68,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Turmeric,Whole Year,196,814.0,4.15,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Urad,Kharif,7177,1480.0,0.21,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,29.40583445340502,60.619220430107525,398.4,10.451972446236558,30.970426747311826,0.22810711245519713,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Varagu,Kharif,328,418.0,1.27,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,29.40583445340502,60.619220430107525,398.4,10.451972446236558,30.970426747311826,0.22810711245519713,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Water Melon,Whole Year,17,0.0,0.0,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2003 - 2004,Yam,Whole Year,33,0.0,0.0,2003,24.5,26.7,28.8,31.7,33.2,31.8,29.5,29.0,29.6,27.7,25.8,24.3,28.6,2003,27.682987151177674,64.4217448583376,642.6,9.164497407834101,29.811042386712746,0.19329025030935312,27.68804794520548,64.40159817351598,642.6,9.172808219178082,29.807819634703197,0.19370764840182647
Tamil Nadu,Vellore,2004 - 2005,Arhar/Tur,Kharif,13774,10407.0,0.76,2004,24.5,25.6,28.8,32.1,30.2,30.0,29.5,30.2,28.2,26.9,25.2,24.0,27.9,2004,28.52645273297491,63.20064964157706,333.3,11.265563396057347,29.933837365591398,0.2378853046594982,26.769592440801457,67.4313524590164,899.1,9.24084699453552,28.672882513661204,0.22459608378870674
Tamil Nadu,Vellore,2004 - 2005,Bajra,Kharif,4517,4927.0,1.09,2004,24.5,25.6,28.8,32.1,30.2,30.0,29.5,30.2,28.2,26.9,25.2,24.0,27.9,2004,28.52645273297491,63.20064964157706,333.3,11.265563396057347,29.933837365591398,0.2378853046594982,26.769592440801457,67.4313524590164,899.1,9.24084699453552,28.672882513661204,0.22459608378870674
Tamil Nadu,Vellore,2004 - 2005,Banana,Whole Year,2754,116982.0,42.48,2004,24.5,25.6,28.8,32.1,30.2,30.0,29.5,30.2,28.2,26.9,25.2,24.0,27.9,2004,26.769728067194,67.40717412351172,899.1,9.232613449099823,28.67670868866642,0.22446249227536771,26.769592440801457,67.4313524590164,899.1,9.24084699453552,28.672882513661204,0.22459608378870674
Tamil Nadu,Vellore,2004 - 2005,Cashewnut,Whole Year,45,16.0,0.36,2004,24.5,25.6,28.8,32.1,30.2,30.0,29.5,30.2,28.2,26.9,25.2,24.0,27.9,2004,26.769728067194,67.40717412351172,899.1,9.232613449099823,28.67670868866642,0.22446249227536771,26.769592440801457,67.4313524590164,899.1,9.24084699453552,28.672882513661204,0.22459608378870674
Tamil Nadu,Vellore,2004 - 2005,Castor seed,Kharif,562,211.0,0.38,2004,24.5,25.6,28.8,32.1,30.2,30.0,29.5,30.2,28.2,26.9,25.2,24.0,27.9,2004,28.52645273297491,63.20064964157706,333.3,11.265563396057347,29.933837365591398,0.2378853046594982,26.769592440801457,67.4313524590164,899.1,9.24084699453552,28.672882513661204,0.22459608378870674
Tamil Nadu,Vellore,2004 - 2005,Coconut,Whole Year,20928,192400000.0,9193.43,2004,24.5,25.6,28.8,32.1,30.2,30.0,29.5,30.2,28.2,26.9,25.2,24.0,27.9,2004,26.769728067194,67.40717412351172,899.1,9.232613449099823,28.67670868866642,0.22446249227536771,26.769592440801457,67.4313524590164,899.1,9.24084699453552,28.672882513661204,0.22459608378870674
Tamil Nadu,Vellore,2004 - 2005,Coriander,Whole Year,111,48.0,0.43,2004,24.5,25.6,28.8,32.1,30.2,30.0,29.5,30.2,28.2,26.9,25.2,24.0,27.9,2004,26.769728067194,67.40717412351172,899.1,9.232613449099823,28.67670868866642,0.22446249227536771,26.769592440801457,67.4313524590164,899.1,9.24084699453552,28.672882513661204,0.22459608378870674
Tamil Nadu,Vellore,2004 - 2005,Cotton(lint),Kharif,1885,5114.0,2.71,2004,24.5,25.6,28.8,32.1,30.2,30.0,29.5,30.2,28.2,26.9,25.2,24.0,27.9,2004,28.52645273297491,63.20064964157706,333.3,11.265563396057347,29.933837365591398,0.2378853046594982,26.769592440801457,67.4313524590164,899.1,9.24084699453552,28.672882513661204,0.22459608378870674
Tamil Nadu,Vellore,2004 - 2005,Dry chillies,Whole Year,665,443.0,0.67,2004,24.5,25.6,28.8,32.1,30.2,30.0,29.5,30.2,28.2,26.9,25.2,24.0,27.9,2004,26.769728067194,67.40717412351172,899.1,9.232613449099823,28.67670868866642,0.22446249227536771,26.769592440801457,67.4313524590164,899.1,9.24084699453552,28.672882513661204,0.22459608378870674
Tamil Nadu,Vellore,2004 - 2005,Gram,Rabi,2,1.0,0.5,2004,24.5,25.6,28.8,32.1,30.2,30.0,29.5,30.2,28.2,26.9,25.2,24.0,27.9,2004,24.63759681539159,70.62623594116921,297.4,8.033703600708607,26.693162747703212,0.21014355533926588,26.769592440801457,67.4313524590164,899.1,9.24084699453552,28.672882513661204,0.22459608378870674
Tamil Nadu,Vellore,2004 - 2005,Groundnut,Kharif,55781,72625.0,1.3,2004,24.5,25.6,28.8,32.1,30.2,30.0,29.5,30.2,28.2,26.9,25.2,24.0,27.9,2004,28.52645273297491,63.20064964157706,333.3,11.265563396057347,29.933837365591398,0.2378853046594982,26.769592440801457,67.4313524590164,899.1,9.24084699453552,28.672882513661204,0.22459608378870674
Tamil Nadu,Vellore,2004 - 2005,Horse-gram,Kharif,5189,1613.0,0.31,2004,24.5,25.6,28.8,32.1,30.2,30.0,29.5,30.2,28.2,26.9,25.2,24.0,27.9,2004,28.52645273297491,63.20064964157706,333.3,11.265563396057347,29.933837365591398,0.2378853046594982,26.769592440801457,67.4313524590164,899.1,9.24084699453552,28.672882513661204,0.22459608378870674
Tamil Nadu,Vellore,2004 - 2005,Jowar,Kharif,12464,16335.0,1.31,2004,24.5,25.6,28.8,32.1,30.2,30.0,29.5,30.2,28.2,26.9,25.2,24.0,27.9,2004,28.52645273297491,63.20064964157706,333.3,11.265563396057347,29.933837365591398,0.2378853046594982,26.769592440801457,67.4313524590164,899.1,9.24084699453552,28.672882513661204,0.22459608378870674
Tamil Nadu,Vellore,2004 - 2005,Maize,Kharif,1040,1726.0,1.66,2004,24.5,25.6,28.8,32.1,30.2,30.0,29.5,30.2,28.2,26.9,25.2,24.0,27.9,2004,28.52645273297491,63.20064964157706,333.3,11.265563396057347,29.933837365591398,0.2378853046594982,26.769592440801457,67.4313524590164,899.1,9.24084699453552,28.672882513661204,0.22459608378870674
Tamil Nadu,Vellore,2004 - 2005,Moong(Green Gram),Kharif,2210,729.0,0.33,2004,24.5,25.6,28.8,32.1,30.2,30.0,29.5,30.2,28.2,26.9,25.2,24.0,27.9,2004,28.52645273297491,63.20064964157706,333.3,11.265563396057347,29.933837365591398,0.2378853046594982,26.769592440801457,67.4313524590164,899.1,9.24084699453552,28.672882513661204,0.22459608378870674
Tamil Nadu,Vellore,2004 - 2005,Onion,Whole Year,32,310.0,9.69,2004,24.5,25.6,28.8,32.1,30.2,30.0,29.5,30.2,28.2,26.9,25.2,24.0,27.9,2004,26.769728067194,67.40717412351172,899.1,9.232613449099823,28.67670868866642,0.22446249227536771,26.769592440801457,67.4313524590164,899.1,9.24084699453552,28.672882513661204,0.22459608378870674
Tamil Nadu,Vellore,2004 - 2005,Other Kharif pulses,Kharif,4285,829.0,0.19,2004,24.5,25.6,28.8,32.1,30.2,30.0,29.5,30.2,28.2,26.9,25.2,24.0,27.9,2004,28.52645273297491,63.20064964157706,333.3,11.265563396057347,29.933837365591398,0.2378853046594982,26.769592440801457,67.4313524590164,899.1,9.24084699453552,28.672882513661204,0.22459608378870674
